Gene.1	Gene.2	cor.1	cor.2	cor.diff	p.1	p.2	p.diffcor	q.1	q.2	q.diffcor	type
ZNF804A,PNMA2	ZNF804A	PNMA2	0.328838325853251	0.834177215189873	0.505338889336622	0.00702049683440314	7.43420997943386e-22	4.11741340577976e-07	0.0158923852445638	1.79866550707937e-20	0.000447961960669046	same signed
RGS7BP,PPP3CA	RGS7BP	PPP3CA	0.384072643774136	0.889943741209564	0.505871097435428	0.00145423825697837	2.55979394172742e-28	2.15757767207947e-09	0.0041144362900843	1.53921016691634e-26	3.1638578271786e-05	same signed
ZNF804A,PRKAR2B	ZNF804A	PRKAR2B	0.310301638659848	0.813033286451008	0.50273164779116	0.0112234317270542	5.22737313368131e-20	1.60549528471776e-06	0.023768405115563	9.93793157173282e-19	0.000902800047167604	same signed
RBFOX1,PTER	RBFOX1	PTER	0.280242145913788	0.81460384435068	0.534361698436892	0.0226626327394921	3.88385281228882e-20	5.19742914928401e-07	0.0433577960738276	7.50320185546486e-19	0.000499412970909855	same signed
RGS7,PTER	RGS7	PTER	0.323327418849807	0.848570089076418	0.525242670226611	0.00809518556725085	2.87463687906486e-23	7.04629021797132e-08	0.017955492388468	8.39347430976232e-22	0.000187800384027763	same signed
ZNF804A,RAB27B	ZNF804A	RAB27B	0.229600250495773	0.801312705110173	0.571712454614401	0.0636674936456927	4.40891434332939e-19	3.18139189436906e-07	0.104422429837114	7.46390636231333e-18	0.000390046414488	same signed
WASF1,RBFOX1	WASF1	RBFOX1	0.235820895522388	0.859329582747304	0.623508687224916	0.0566252473680493	2.01022906866152e-24	6.27806473474379e-10	0.0945463188344633	6.8560113570837e-23	1.62853548457687e-05	same signed
WASF1,RGS7	WASF1	RGS7	0.357603590439411	0.873300515705579	0.515696925266168	0.00320019116307843	4.48304407312329e-26	1.03049107025299e-08	0.00810694342773804	1.92807767924551e-24	6.43618960203263e-05	same signed
WASF1,RGS7BP	WASF1	RGS7BP	0.25034965034965	0.905438349742147	0.655088699392497	0.0426215691955549	9.31417747744307e-31	2.24265050974282e-13	0.0742899709991002	8.33261881937921e-29	7.56379858746214e-08	same signed
ZNF804A,ROBO2	ZNF804A	ROBO2	0.252979855964931	0.803469292076887	0.550489436111956	0.0404213820452335	3.01041778497791e-19	5.67753805080784e-07	0.0710080380281779	5.20172709436135e-18	0.000524710864322138	same signed
WASF1,RTN1	WASF1	RTN1	0.335142469470828	0.869268635724332	0.534126166253504	0.00594631017672438	1.4048082880607e-25	7.58898721642254e-09	0.0137901479496044	5.6310957180696e-24	5.57863972047052e-05	same signed
TRAM1,SLC32A1	TRAM1	SLC32A1	-0.809163970358	-0.241819034224098	0.567344936133903	2.02365991400982e-16	0.0306924675459793	2.37020026494505e-07	1.40047356320519e-14	0.0458693791368469	0.000343827367078775	same signed
ZNF804A,SNX10	ZNF804A	SNX10	0.339275649723411	0.864838255977496	0.525562606254085	0.0053231281640053	4.72126253353238e-25	1.65357330050853e-08	0.0125437752003532	1.76027257938949e-23	8.78270069053797e-05	same signed
WASF1,SULT4A1	WASF1	SULT4A1	0.275691472706398	0.812142522269105	0.536451049562706	0.0250553393353698	6.17905390218988e-20	5.58342410528212e-07	0.0472480218353663	1.1639927385604e-18	0.000520320329827034	same signed
WASF1,THRB	WASF1	THRB	0.323410917440768	0.901312705110173	0.577901787669405	0.00807788622802445	4.54628988455717e-30	1.66862079709063e-11	0.0179229562067057	3.62403560035343e-28	1.2028414102931e-06	same signed
ZNF804A,TSPAN13	ZNF804A	TSPAN13	0.363657238284104	0.867791842475387	0.504134604191283	0.0026873487550004	2.11448631917151e-25	2.84461212363141e-08	0.00697457500450827	8.27900926526742e-24	0.000116726670282998	same signed
ZNF804A,TSPYL1	ZNF804A	TSPYL1	0.297693351424695	0.823699015471167	0.526005664046473	0.0151999872309604	6.56604519003415e-21	3.9874896140546e-07	0.0308159299669969	1.4012929694469e-19	0.0004433796211637	same signed
ZNF804A,TUSC3	ZNF804A	TUSC3	0.333430748356122	0.844889826535396	0.511459078179275	0.00622263501851751	6.81347149685407e-23	1.54776390592914e-07	0.0143360956873967	1.89368186112873e-21	0.000279900861359075	same signed
YWHAG,WASF1	YWHAG	WASF1	0.286003548690116	0.870182841068917	0.584179292378801	0.019913881999784	1.08791993869852e-25	9.37703914516419e-10	0.0388316726834844	4.43894630637333e-24	1.97662417563069e-05	same signed
ZNF804A,XK	ZNF804A	XK	0.29414466130884	0.837130801687764	0.542986140378923	0.0165173042275392	3.91382500972427e-22	8.928520633944e-08	0.0330903852990138	9.81243425342656e-21	0.000214560349907262	same signed
